catogery,comment,content,img_link,score,title 
"剧情,战争","用小孩子的眼睛观察世界反映纳粹暴行的佳作，两个孩子的友情让人动容也让那些种族主义者羞愧，结局的长镜头压得人喘不过气来，战争和种族歧视到底带来了什么？,一部以儿童为主角却不以儿童为受众的一部电影。布鲁诺本是一个柏林的孩子，因为父亲的工作变动随家人来到乡下，认识了集中营中的希姆尔。就在布鲁诺要离开的那一天，一个大胆的决定造成了一个悲惨的结局。
影片以二战为背景，以一个孩子的视角审视那个时代，片名《穿条纹睡衣的男孩》就是这个视角的体现。导演对此表现的克制而隐晦，但稍微对纳粹有了解的人都会明白其中的含义。男主角阿莎在其中的表演淘气而又纯真，最后的悲剧更为本片提升了一个档次。
尽管犹太资本家确实是欧洲贫穷的一个原因，但是人民百姓又有什么过错呢？残暴的种族主义者，掩饰罪恶的父亲都是不可饶恕的，但真正的罪魁祸首是那个时代病态的欧洲社会，这出悲剧引人深思。",八岁男孩布鲁诺（阿萨·巴特菲尔德 饰）一家随着纳粹军官父亲的一纸调令，由柏林搬迁到了乡下。失去了朋友们的布鲁诺很快对新家附近的“农庄”产生了兴趣，那里有一群身穿“条纹睡衣”的人终日忙碌，并且其中一个为布鲁诺一家服务，他形容肮脏，态度慎微。周遭环境和布鲁诺的举止让母亲暗暗担忧，但纳粹父亲制止家中任何怀疑既定政策的行为。布鲁诺偷偷结识了铁丝网另一边的同龄男孩施穆尔，并时常带给他食物吃。在紧张的家庭氛围和姐姐向成人世界的变化中，施穆尔是布鲁诺惟一的朋友。某日布鲁诺决定，去铁丝网的另一边，以便见到施穆尔的父亲……,http://p1.meituan.net/movie/a0e0426a4390f5ecb49d25770a184dc0150779.jpg@464w_644h_1e_1c,.,穿条纹睡衣的男孩
"爱情,剧情,科幻","目前最喜欢的穿越剧，特别是雨中婚礼那段，所以也成为了海报，虽然有点鸡汤，有点bug，但就是因平凡而感动，跌跌撞撞成长起来的人生才是最美好的，每天都是人生的一段旅程，我们只有一步一步走下去才完整。,在你的人生中，会遇到很多人，错过多少人，但是总有一个人，不管你错过多少次，都会想拼命遇见她！爱上她！让她成为那个你最爱的人！相信不再会有比她更好的人，把握现在，携手一生！相伴到老！",蒂姆（多姆纳尔·格利森 饰）21岁了，他的老爸（比尔·奈伊 饰）告诉他，他们家族的男人都有时光旅行的超能力，可以回到过去。于是蒂姆将信就疑地试了一下，回到了夏天，在那里他试图改变和暗恋对象的关系，却发现怎么穿越时空都不能让不爱你的人爱上你。之后蒂姆来到了伦敦，成为了一个律师。他爱上了一个漂亮的姑娘玛丽（瑞秋·麦克亚当斯 饰），他通过几次时空旅行，努力地想成为玛丽的男朋友。再后来，他又试图通过时光旅行，去挽回一场失败的话剧，去改善妹妹的生活，去更好地和亲人、朋友相处，度过生命中的每一天。,http://p0.meituan.net/movie/4abc8c932cfacfc0089e2883765d02d1295222.jpg@464w_644h_1e_1c,.,时空恋旅人
"剧情,悬疑","《窃听风暴》昭示出来的最重大的意义最强大的震惊：杀手没有动情，人性没有复苏，善良没有战胜邪恶。多纳士马克说，他想通过电影告诉当年的人们：你，是有选择的。然而事实是，没有人选择良心。电影越温情，现实越残酷。多纳士马克还是太年轻太天真了，他应该在影片结束后打上字幕，告诉观众：这段温情从来不曾存在过，这个愿望从来不曾实现过。这样，这部电影才完整，才，够狠。,两条线，两个男人，两个故事，两个互相打捞的故事。丢了一个，彼此的人生都会沉入海底。当剧作家在街头，看到行走在人行道上的特工时，他本可以上前喊住他的。但是终于是没有。就像哈代所言，呼唤的人与被呼唤的很少能互相答应。他们最终选择了沉默地相互记录。",1984年的东德，整个社会笼罩在国家安全局的高压统治之下，特工魏斯曼（乌尔利希·穆厄 饰）奉命监听剧作家德莱曼（塞巴斯蒂安·寇治 饰）及其女友演员克里斯蒂娜（玛蒂娜·杰蒂克 饰）的生活，监听过程中，魏斯曼渐渐对这家人的生活产生了兴趣，开始暗中帮助他们。一篇刊登在西德《明 镜》报上的文章引起了特工头目的注意，他们认为这篇文章是德莱曼写的，并逮捕了克里斯蒂娜，希望能够从她口中得出她丈夫的秘密？而审问克里斯蒂娜的正是魏斯曼……,http://p0.meituan.net/movie/3985eaf3858bea0f2a3d966bf7ee2103178217.jpg@464w_644h_1e_1c,.,窃听风暴
"动画,奇幻,剧情","妖怪有颜就是治愈片，妖怪无颜就是恐怖片╮(╯▽╰)╭,“你绝对不可以碰到我啊”，除了一生一世的最后一回。这些悲伤而又温柔的夏天——绿川幸总是能直戳人心最柔软的地方啊！",某年夏天，6岁小女孩竹川萤来到爷爷家度假，她闯进了传说住满妖怪的山神森林。正当她因为迷路而焦急万分的时候，一个戴着狐狸面具的大男孩出现在她面前，并引领着萤找到回家的路。虽然萤分外感激，可是男孩却禁止她碰触自己的身体，原来这名叫银的男孩并非人类，他一旦被人类碰触就会烟消云散。在此后的日子里，萤和银成为好朋友，他们走遍了森林的每一个角落玩耍。日复一日，年复一年，每到夏天的时候萤就会如约来到森林和好朋友见面。她遵守着和银的约定，无论如何也不碰触银的身体。随着年龄的增长，萤和银对彼此的情感都悄悄发生了变化，他们共同期待相聚的日子，共同期待拥抱对方……,http://p0.meituan.net/movie/5420be40e3b755ffe04779b9b199e935256906.jpg@464w_644h_1e_1c,.,萤火之森
"剧情,家庭","她说：那天，大叔走过来，我想直接走掉，但觉得下雨天应该帮大叔撑伞。人们都说我错了，为什么没有人表扬我？。。。（她懂得很彻底，不是无知，是善良。因为善良，所以才坚强）,看这部电影是因为看完了《熔炉》，抱着长痛不如短痛的想法我还是看了…说实话，这部电影和《熔炉》有很大的差别，《熔炉》色调黑暗，看过小说再看电影有一种窒息感。《素媛》（我觉得《素媛》比《许愿》这个翻译好）的整体基调是柔和的，画面除了前面小女孩受伤害以及后面审判之外都很明亮，但是却让我更为压抑。（不过多剧透）",她（李莱 饰）是一个美丽平凡的小女孩，和爸爸妈妈生活在位于街角的家中。家里经营着以她的名字素媛命名的杂货店，母亲（严智媛 饰）作为老板娘日夜忙碌不得闲暇，父亲则在工厂干着繁重的工作。在那个飘雨的早上，素媛打着雨伞独自上学。在离学校近在咫尺的地方，她遭遇一个相貌猥琐、酒气冲天的大叔，由此开启了她的悲剧之旅。柔嫩的小花遭到暴风雨无情摧残，受伤的岂止枝枝叶叶，更是那迎着阳光无忧成长的心。无良媒体铺天盖地大肆渲染，作为受害者的素媛一家仿佛成了周身污秽的耻辱之人，被四周诧异好奇的目光所包围。妈妈悲痛欲绝，几近崩溃。爸爸全力保护女儿，但受伤的小天使却拒绝爸爸的靠近。问凶之路伴随着天使的治愈旅程，美丽的女孩可会再露灿烂笑容？,http://p0.meituan.net/movie/4cc4c55c29b77b090485ce9943bf6f87274708.jpg@464w_644h_1e_1c,.,素媛
"剧情,家庭","200：这部影片看完让人觉得很踏实，所有的善良都融入在贫穷和乐观中，这才是真正能给人带来力量的电影。最后结尾，有些突然停掉的感觉，很多人评论说想看到姐弟俩欢乐的笑声的画面，但就是这样，明知道无望但又相信哥哥得力量，才真的是亲情的感觉！谢谢这部电影，让我内心平添了温暖：）,你的爱会有同样的爱来回报给你。
他的爸爸在砸糖，他给爸爸泡茶，爸爸让他当一颗糖，小孩问‘你前面不是有那么多’，爸爸告诉他‘这些糖是明天祭祀用的，我怎么能吃呢’。父亲正直。
他们家很穷，及时这样，家里煮了一锅汤也会端给隔壁的孤寡老人，母亲善良。
父亲那天都在努力奋斗，想办法给家里改善生活条件，所以姐弟俩也能体会到别人家的不易，将心比心。

你对世界的爱，最后都会体现在你身上。打败我们的绝对不是贫穷，是你自己对待生活的态度。在可预期的将来，我们的日子将越来越好，不是吗。",家境贫寒的男孩Ali（Amir Farrokh Hashemian）帮妹妹Zahra（Bahare Seddiqi）取修补好的鞋子时，不慎将鞋子弄丢，为了不被父（Mohammad Amir Naji）、母（Fereshte Sarabandi ）责罚，他央求Zahra暂时保密，说两人可以替换着穿他的鞋子上学，并答应一定会帮她买双新鞋子。Ali原本指望用他和父亲进城打工挣的钱帮Zahra买双新鞋，父亲的意外受伤打消了他的美梦。看到全市长跑比赛季军的奖品是一双运动鞋时，Ali决定参加比赛，但是他错过了报名日期。几经哀求，老师（Dariush Mokhtari ）破例让实力出众的Ali参加了比赛。比赛场上，Ali不断提醒自己，一定要得第三名！,http://p1.meituan.net/movie/bc7b6ababa54e11577d45c05e84a33af54072.jpg@464w_644h_1e_1c,.,小鞋子
"喜剧,爱情,奇幻","何谓经典，经典都是不可逾越的鸿沟。
初看时还小，觉得乱七八糟群魔乱舞，完全看不懂中心思想，等到稍大一点的时候再去温习，笑的不能自己，原来TMD是一个喜剧片！然后等到情窦初开，走过爱情的河流，与女朋友分手之后再去看这部电影，瞬间潸然泪下，原来爱一个人真的很痛，原来女朋友在我心里也曾留下过一滴眼泪，只是当时混球一个全然没有发觉，再然后，毕业了工作了，整天起早贪黑的在社会上打拼，偶尔翻出这部电影再看，居然无语凝噎，原来我们在爱情面前不是败给了真爱，而是败给了现实！,你在撒谎，我用真诚；你在搞笑，我却心疼；你扮不羁，我愈深情。飞蛾还是神经病！
我的意中人是个盖世英雄，我知道有一天他会在一个万众瞩目的情况下出现，身披金甲圣衣，脚踏七色云彩来娶我，我猜中了这开头，却没猜着这结局…
如果有一天当你发觉你爱上了一个你讨厌的人，这段感情才是最要命的。可是我怎么会爱上一个我讨厌的人呢？请你给我一个理由好不好？拜托！爱一个人需要理由吗？不需要吗？ 需要吗？ 不需要吗？需要吗？不需要吗？
我有个朋友说，留了东西在我心里，我想看看到底是什么。
原来那个女孩子在我心里留下了一滴眼泪!我完全能够感受到她当时是多么的伤心…
我想念那开头，却无奈这结局",至尊宝（周星驰 饰）被月光宝盒带回到五百年前，遇见紫霞仙子（朱茵 饰），被对方打上烙印成为对方的人，并发觉自己已变成孙悟空。 紫霞与青霞（朱茵 饰）本是如来佛祖座前日月神灯的灯芯（白天是紫霞，晚上是青霞），二人虽然同一肉身却仇恨颇深，因此紫霞立下誓言，谁能拔出她手中的紫青宝剑，谁就是她的意中人。紫青宝剑被至尊宝于不经意间拔出，紫霞决定以身相许，却遭一心记挂白晶晶（莫文蔚 饰）的至尊宝拒绝。后牛魔王救下迷失在沙漠中的紫霞，并逼紫霞与他成婚，关键时刻，至尊宝现身。,http://p1.meituan.net/movie/dc2246233a6f5ac1e34c7176b602c8ca174557.jpg@464w_644h_1e_1c,.,大话西游之大圣娶亲
剧情,"有的电影可以改变国家，有的国家却只能改变电影。,“一部电影可以改变一个国家”！真实事件比电影里更残酷！一个律师通过学校就职的朋友了解到这件事情，二人开始为孩子们维权的时候，朋友遭到暗杀，牵连的法律工作者也失去生命。后来遇到了医生，二人一同找出直接证据，但因各种潜规则并没有受到法律制裁。小男孩拖着一名犯罪者卧轨自杀，病入膏盲的律师在抗诉时被高压枪击倒再也没有起来，医生在抗诉路上走投无路以自杀方式换取公众的关注，并在自杀前留下几万字遗书在网上传播，相继有了小说电影才引起重视！电影上映第37天，国家修改法案“熔炉法”。
全剧给人的感受是悲凉与绝望，剧情触目惊心，本该行使正义的地方背后却行使肮脏交易。该剧不能用好与坏来评价，只剩一句感谢！",来自首尔的哑语美术老师仁浩（孔刘 饰）来到雾津，应聘慈爱聋哑人学校。天降大雾，他意外撞车，维修时邂逅了人权组织成员柔珍（郑有美 饰）。仁浩妻子早亡，8岁女儿天生哮喘由祖母照看，所以他不辞辛苦谋职养家。然而，双胞胎的校长与教导主任竟逼仁浩索贿5千万韩元。同时，仁浩逐渐发现学 校笼罩着一种紧张压抑的气氛，令人窒息。尤其有三个孩子引人关注：聪颖的金妍斗（金贤秀 饰）和贪吃的陈宥利（郑仁絮 饰）总是躲闪。全民秀（白承焕 饰）的弟弟自杀身亡，他总是满脸淤青。下课后，仁浩还听到女厕所中有呼喊与哭泣，在门卫的阻拦下他未深究。之后。他意外目睹了校长行贿警察，教导员毒打民秀，宿导溺罚妍斗的行径。一个惊天的隐秘被慢慢揭开，真相令韩国震惊……,http://p0.meituan.net/movie/40/9791315.jpg@464w_644h_1e_1c,.,熔炉
"传记,喜剧,剧情","很暖心的故事。一段类似恋爱一样的友谊，两个人都经历了与过往经历完全不同的体验。当分别时，发现自己已经被对方改变。绅士和小流氓的反差萌真是屡试不爽，好笑并且动人。,有时候专业的不一定最好，最适合自己的才是最好的",因为一次跳伞事故，白人富翁菲利普（弗朗索瓦·克鲁塞 饰）瘫痪在床，欲招聘一名全职陪护。由于薪酬高，应聘者云集，个个舌灿莲花，却无法打动他的心。直到黑人德瑞斯（奥玛·赛 饰）的出现才让他作出决定。德希斯刚从监狱出来，背负家庭重担，一心只想寻张辞退信以申领救济金，而且他明显对女助理的兴趣要远大于这份工作。但是菲利普还是一眼相中了这个小伙子。于是，德瑞斯开始了一个月的试用期。虽然舒适的豪宅环境让他倍感虚荣，但是他仍面临很多挑战：不仅要为菲利普作身体复健，还得给他洗浴、灌肠、拆信、穿丝袜等。起初，两人的思维方式与价值观大相径庭，但是，随着了解的不断深入，他们成为了朋友……,http://p0.meituan.net/movie/7874ba1378033b0b491df0cc56c43d25221208.jpg@464w_644h_1e_1c,.,触不可及
"剧情,爱情","这部1996年陈可辛的作品今天再看依然经典，它以爱情为主线，讲述了一个时代的变迁，是至今为止在电影院中唯一让我感动到哭的电影，且哭泣的原因不仅仅是那些刻骨铭心的爱情。,小时候看不懂，现在看别有一番滋味，特别是曾志伟为张曼玉纹了一只米老鼠，看的泪奔啊",改革开放初期，黎小军（黎明 饰）告别女友小婷（杨恭如 饰）从无锡来到香港讨生活，期望有天挣到大钱把小婷接来与之风风光光地成婚，没料想日子会比想象中的难熬许多。黎小军在快餐店与同样从大陆到港讨生活但避讳谈自己身份的李翘（张曼玉 饰）结识后，因为共同喜爱邓丽君，两人人在异乡的孤独都有了某种程度的缓解，并在交往的过程中生出了真爱，可是世事难料，两人最终无奈分手，黎小军成了小婷的老公，李翘跟了在黑社会做事的豹哥（曾志伟 饰）。然而因为邓丽君，两人的缘分并没到此为止。,http://p1.meituan.net/movie/8ad5a0f521fb15637dfdf9cab38d414453783.jpg@464w_644h_1e_1c,.,甜蜜蜜
"动作,古装,武侠","经典！！满满感觉到当时武侠片的用心 希望可以有更多这样的机会温习老片,老电影了～看过好多次了～但是～金湘玉出来～还是醉倒了",宦官专权的明朝末年，东厂曹少钦（甄子丹 饰）假造圣旨杀害了忠良杨宇轩，并想斩草除根杀死其后代。侠女邱莫言（林青霞 饰）、江湖义士贺虎（任世官 饰）等人冒死救出忠良后代后，逃至边关沙漠里的龙门客栈，与杨宇轩部下周淮安（梁家辉 饰）会合。龙门客栈实则黑店，老板娘金镶玉（张曼玉 饰）利用乱世，以美貌和风骚作诱饵杀人越货聚敛钱财，但她却为英俊潇洒的周淮安动了真心。为了摸清潜藏于龙门客栈中的出关暗道，周淮安将计就计，答应与金镶玉成亲……,http://p0.meituan.net/movie/9e9f12cfc1f54c973dda6c85bd3a139d334520.jpg@464w_644h_1e_1c,.,新龙门客栈
"喜剧,爱情","每次看到最后我都会哭。就是小水表白的那里。经常会联想到自己。想想自己对他的感情，为了他做了的事情，不多，可是真的好用心。,这部电影感觉很特别，很纯净的爱情故事，也很激励人生，哈哈，在高中那时差不多全班都爱看这部电影，纯净里又有很多幽默的地方，轻松搞笑又对爱情充满憧憬",初中生小水（平采娜·乐维瑟派布恩 饰）相貌平平，家境一般，所以在学校里并不受重视。但是她心地善良，又有一群死党，日子过得倒也开心。某天，她遇见了帅气的学长阿亮（马里奥·毛瑞尔 饰），春心萌动，无 法遏制。她喜欢看他踢足球，看他拍照，如痴如狂。上英语课时，她不停地给死党传纸条 表达对阿亮的爱慕。然而，英语老师则指出她除了英语一无是处。回到家，叔叔从美国捎来了父亲的消息，说如果她能考全校第一，就可以去美国。于是，她按下决心要努力加油。某天，小水等人在买饮料时，碰到篮球队员蛮横插队。阿亮挺身而出，为她们教训了对方，并挨了校长的责骂。小水也第一次听说，阿亮的父亲因为射失点球而退役的事情，理解了他心中的隐痛。由于舞蹈队是给美女准备的，所以小水等一干姐妹准备在话剧社大展身手，没想到学长也来到这个社团。两人还扮演王子公主，他们的恋情会由此展开么？……,http://p1.meituan.net/movie/7ed07b8ea8c0e0d0c7b685d20e3ec64e232004.jpg@464w_644h_1e_1c,.,初恋这件小事
"动作,惊悚,奇幻","下半部从上半部的小范围格斗变成了渲染特效的大规模战斗，场面升级为系列之最。这一部里我们见证了太多人的牺牲，但是胜利之前的牺牲是不可避免的。最后战胜了伏地魔后，看着19年后哈利的孩子坐上火车，记忆又回到了梦开始的地方。,记得那时候片子放完，心里久久不能平静，终究还是要告别的。那个隐忍着爱背负一切伤痛的斯内普教授，终于在结局里正名。那一切为了美好未来而牺牲的人们，夜晚的星空中必定有你们的存在。魔法世界也许从此不再出现在银幕上，但是它永远在我们心里。",当又一次和伏地魔（拉尔夫·费因斯 饰）的意识连通，哈利·波特（丹尼尔·雷德克里夫 饰）断定最后一件魂器藏在霍格沃茨，于是和罗恩（鲁伯特·格林特 饰）、赫敏（艾玛·沃森 饰）一同返回阴云密布的学校。在好友们的帮助下，他们成功驱逐了斯内普（艾伦·瑞克曼  饰），然而觉察到哈利目的的伏地魔则率领徒众向霍格沃茨逼近。食死徒、摄魂怪、巨人疯狂涌入这所有着悠久历史的魔法学校，正邪决战旋即爆发，一时间血雨腥风，死伤无数。从斯内普的眼泪中，哈利不仅了解到父辈的故事，也证实了藏缅于他体内最后的秘密。在此之后，他也和伏地魔迎来了最后的对决……,http://p1.meituan.net/movie/68fa7db99e958c47d7aa07d015845a6f335154.jpg@464w_644h_1e_1c,.,哈利·波特与死亡圣器（下）
"爱情,奇幻,古装","怀念，宁采辰与聂小倩的阴阳爱情。
故事出自《聊斋志异》，原著其实关于聂小倩的故事很短。
这是编剧把黑山老妖，聂小倩，燕赤侠等不同故事，不同情节的故事捏在一起的“倩女”，它给这个幽魂以更饱满的人性，鬼性。比书的原型要好看的多。
也是上世纪，香港鬼片的代表作之一了。本人还喜欢林正英。也很怀念哦。
倩女幽魂，推荐珍藏。,经典中的经典啊！！祖贤版的倩女幽魂是无可超越的，太美了！！我女神！！很好看，小时候最爱看了！",书生宁采臣（张国荣 饰）收账不成，无处可归，遂夜宿鬼寺兰若寺，遇上侠士燕赤霞（午马 饰），二人成为邻居。一日偶遇艳女小倩（王祖贤 饰），二人两情相悦，但小倩乃是被树妖姥姥控制的鬼魂，专门迷惑精壮男子代姥姥吸取阳气。小倩见宁采臣心地善良不忍加害，并与他感情逐渐加深。宁采臣欲救小倩脱离姥姥魔掌，但苦于姥姥功力深厚，小倩无法脱离其魔掌。二人遂向燕赤霞求救......,http://p1.meituan.net/movie/6d0510f326bf145dcf49a901fb949b77278838.jpg@464w_644h_1e_1c,.,倩女幽魂
"爱情,悬疑,奇幻","如果是一部好的片子可以是启发人思考的，值得回味的，演员的表演时用心的，感人的，那么你可以从这部片子里感受到所有的这些亮点。 在这么一个凄美的故事结束时，如果你还有几秒钟去回想一下影片的开头，是什么样的初衷和力量去促使这时光的倒流...那是源于战争,以另一种方式诠释生死，大卫芬奇又一次脑洞大开的将一个爱情故事发挥得神奇而伟大。故事本身包括的含义就有很多重意思，每个人解读的不一样都会有不一样的感受，这就是本片伟大的地方。最好结束的时候，看似是希望的开始，却又能让你潸然泪下。",飓风正在侵袭美国新奥尔良，一位病危的老妇睁开了她的睡眼。老妇名叫戴茜（凯特·布兰切特 饰），她叫女儿凯若琳（朱莉娅·奥蒙德 饰）为她阅读一本日记。这本日记的作者叫本杰明·巴顿（布拉德·皮特 饰）。本杰明出生在第一次世界大战停战之时，但生来便像个老人的他被父亲当作怪物，被遗弃在了养老院。本杰明在养老院与老人们一起生活。但谁都没有想到，本杰明逆向发育——越活越年轻！也许“越活越年轻”是某些人的梦想，但真正这样成长的本杰明却有了别人无法理解的烦恼与快乐。穿越半世纪的世界变革，本杰明身处其中，感受别人感受不到的感受。为何母亲会让自己念这本日记？本杰明·巴顿此人与母亲有什么关系？凯若琳陷入了深深的疑惑与好奇之中。,http://p0.meituan.net/movie/2526f77c650bf7cf3d5ee2dccdeac332244951.jpg@464w_644h_1e_1c,.,本杰明·巴顿奇事
"传记,剧情,战争","好早之前看的片子了。隐隐约约还记得一点儿情节，记得最清的貌似是那个德国军 官拿面包给那个幸存的钢琴家吃，把他藏在楼上，还把自己的大衣脱给他穿。惜才啊，要不是这个德国军官，那位钢琴家再伟大也没机会看到自由的曙光了。大概还记得，貌似是革命者的朋友，把那位钢琴家藏在自己家长久不住的房子里，约好N久给钢琴家送一次食物，有次隔了太久才送，钢琴家都要饿死了。感觉那一段的拍摄细节很好，挺细腻的，而且钢琴家最后瘦的皮包骨头眼窝都黑了，这位演员为了角色也是够拼的了。记得当时看得好感动的说，回头再去看一遍。,这电影应该叫《海上钢琴师》吧，其实听名字就不是大家喜欢的类型，可是这部电影的评分很高，在一个游轮上，锅炉工黑人捡到了一个弃婴，后来发生事故，锅炉工死了，弃婴慢慢的长大了，自学钢琴，很多人慕名而来听他弹琴，也有钢琴家来和他比试，可是游轮靠岸时他却从不上岸，因为锅炉工告诉过他不要上岸，电影的最后游轮使用年限到了要沉海，他的选择就像他钢琴的造诣让人叹服、",史标曼（艾德里安·布洛迪 饰）是波兰一家电台的钢琴师。二战即将爆发之时，他们全家被迫被赶进华沙的犹太区。在战争的颠沛流离中，家人和亲戚最终被纳粹杀害，而标曼本人也受尽种种羞辱和折磨，他侥幸得到一位朋友的帮助，暂时有了藏身之处。战争愈加猛烈，朋友不得不抛下 他回老家寻得安全的住所养育儿女。此时史标曼恶病缠身，却还要在搜捕中逃亡。在废墟的阁楼上他遇见了一名德国军官，在军官的要求下他弹奏了钢琴曲。美妙的琴声令德国军官萌发了恻隐之心，他暗暗帮助标曼直到俄军对波兰的解放到来……,http://p1.meituan.net/movie/484171372de45945e8bbbcc97db57e09136701.jpg@464w_644h_1e_1c,.,钢琴家
"喜剧,动画,冒险","非常好看，太有意思了，不得不佩服人家的想象力和创新思维。 最有意思的是坏人互助协会，太逗了,很好看的电影。虽然是动画片，但搞笑的同时又给人留下很多感动的瞬间。想起很多小时候玩过的游戏…富有想象力和画面美丽的高技术创作。不愧为迪斯尼！很喜欢里面的系统漏洞，人物表情丰富，可爱，俏皮，全力推荐。",无敌破坏王（约翰·C·赖利 配音）生活在一个80年代出品的低精度游戏中。他的设定身份是一个反派，每天的生活就是在游戏《快手阿修》中大搞破坏，其后由玩家操作的英雄人物快手阿修（杰克·麦克布瑞尔 配音） 会及时赶到进行修补，赢得奖牌，包揽一切荣耀。身为反派，破坏王厌倦了自己的生活，眼看阿修被胜利者的光环围绕，自己却日复一日在无趣中过活，他终于决定改变。单纯的他以为只要自己也能得到一枚奖牌，就可以摆脱反派的身份，于是某日在游戏厅歇业后，破坏王偷偷离开了自己的游戏，前去闯荡其他电子游戏的世界。在途中，破坏王结识了来自《英雄使命》的冷酷队长（简·林奇 配音）和来自90年代糖果赛车游戏《甜蜜冲刺》的小女孩云妮（萨拉·丝沃曼 配音）。后者梦想着能上场比赛，但其身份也不允许她梦想成真。破坏王所属的游戏《快手阿修》由于失去了他被认定为系统错误，如不尽快返回，则游戏就会被永久删除；而《甜蜜冲刺》的游戏世界则在悄悄酝酿着一场巨大的、威胁到整个游戏世界的阴谋。这也许是无敌破坏王实现梦想的机会，但也可能是一条不归路…… 他可以扭转乾坤，成为一名真正的英雄吗？,http://p0.meituan.net/movie/fcc17667b8343131101eeb4c67d90bf9150883.jpg@464w_644h_1e_1c,.,无敌破坏王
"动作,惊悚,犯罪","观影《蝙蝠侠前传3》，按理说，这位英雄产自美国，但在影院那两个多小时里，观众多次为蝙蝠侠自发鼓掌，由衷为他欢喜为他忧，你才明白，英雄无国界，英雄属于全世界。悲催的是，看完此片意犹未尽，接着看了《蜘蛛侠》，那狗血剧情和**蜥蜴人，又让人顿悟：有时候，英雄只能有一个。,昨天第一天放映，影片很不错：1、视听效果还可以；2、故事情节简单，打不死的英雄被身边的人陷害；3、影片最让我喜欢的是人性的展现，贪婪、阴险、胆怯与仁爱、果敢、坚强并存；4、英雄主义的回归让人们内心称快，更有一种慰籍，我们需要英雄，无论是精神上的还是现实中的。",八年前，蝙蝠侠（克里斯蒂安·贝尔 饰）在黑夜中销声匿迹，一瞬间，他从一位大英雄变成了一个流亡者。因涉嫌杀害地区检察官“双面人”哈维·登特（艾伦·艾克哈特 饰），黑暗骑士和戈登警长（加里·奥德曼 饰）为了大局着想，牺牲了自己的一切。一时间，他们的努力也一度奏效。在打击犯罪的“登特行动”的重压之下，高谭市的犯罪活动有所遏制。　　但这一切随着狡猾的盗贼猫女（安妮·海瑟薇 饰）的到来发生了改变，她这次的出现肩负着神秘任务。然而危险却不止于此。一个名叫贝恩（汤姆·哈迪  饰），脸戴面具的恐怖分子出现了，他对高谭市的恐怖计划迫使布鲁斯停止了自我放逐。但即使他重新披上蝙蝠侠的战袍，可能也不是贝恩的对手……,http://p1.meituan.net/movie/96bb58f3e9d213fb0438987d16d27561379209.jpg@464w_644h_1e_1c,.,蝙蝠侠：黑暗骑士崛起
"动作,冒险,喜剧","刚从电影院出来，独自一个人，在不太冷的呼和浩特把自己藏在帽子里。本想着去电影院看这部经典会让自己很高兴，但是现在走在马路上却有点想哭的感觉，时间怎么过得这么快！,真是永恒的不能被超越的经典啊，至尊宝爱着白晶晶，白晶晶爱着孙悟空，孙悟空爱着紫霞仙子，紫霞仙子爱着至尊宝。",孙悟空（周星驰 饰）护送唐三藏（罗家英 饰）去西天取经路上，与牛魔王合谋欲杀害唐三藏，并偷走了月光宝盒，此举使观音萌生将其铲除心思，经唐三藏请求，孙悟空被判五百年后重新投胎做人赎其罪孽。五百年后孙悟空化身强盗头头至尊宝。当遇见预谋吃唐僧肉的妖怪姐妹蜘蛛精春三十娘（蓝洁瑛 饰）和白骨精白晶晶（莫文蔚 饰）时，因为五百年前孙悟空曾与白晶晶有过一段恋情，至尊宝与她一见钟情，但因菩提老祖将二人妖怪身份相告，至尊宝仍带领众强盗开始与二妖展开周旋，过程中，白晶晶为救至尊宝打伤春三十娘，自己也中毒受伤，为了救白晶晶，至尊宝去找春三十娘，遭白晶晶误会，绝望自杀，至尊宝开始用月光宝盒以期使时光倒流。,http://p0.meituan.net/movie/92eb862c42c49f8e41e459c369c4512b226610.jpg@464w_644h_1e_1c,.,大话西游之月光宝盒
